time	acc	vel	disp
0.44	-0.000331712	-0.000202915	-4.64917e-005
0.445	-0.000340386	-0.000204595	-4.75105e-005
0.45	-0.000281768	-0.000206151	-4.85373e-005
0.455	-0.000210402	-0.000207381	-4.95712e-005
0.46	-0.000227383	-0.000208476	-5.06108e-005
0.465	-0.000380632	-0.000209996	-5.1657e-005
0.47	-0.000650841	-0.000212574	-5.27134e-005
0.475	-0.000874867	-0.000216389	-5.37858e-005
0.48	-0.000985097	-0.000221039	-5.48794e-005
0.485	-0.000936843	-0.000225843	-5.59966e-005
0.49	-0.000803731	-0.000230195	-5.71367e-005
0.495	-0.000622677	-0.000233761	-5.82966e-005
0.5	-0.000460577	-0.000236469	-5.94721e-005
0.505	-0.000323765	-0.00023843	-6.06594e-005
0.51	-0.000225666	-0.000239803	-6.1855e-005
0.515	-0.000152785	-0.00024075	-6.30564e-005
0.52	-0.000126258	-0.000241447	-6.42618e-005
0.525	-9.79295e-005	-0.000242008	-6.54705e-005
0.53	-4.81476e-005	-0.000242373	-6.66814e-005
0.535	4.29746e-005	-0.000242386	-6.78933e-005
0.54	0.000190983	-0.000241801	-6.91038e-005
0.545	0.000361653	-0.000240419	-7.03093e-005
0.55	0.000391176	-0.000238537	-7.15067e-005
0.555	0.000183359	-0.000237101	-7.26958e-005
0.56	-0.00020382	-0.000237152	-7.38815e-005
0.565	-0.000559863	-0.000239061	-7.5072e-005
0.57	-0.000703095	-0.000242219	-7.62752e-005
0.575	-0.00059926	-0.000245474	-7.74944e-005
0.58	-0.000424997	-0.000248035	-7.87282e-005
0.585	-0.000242498	-0.000249704	-7.99726e-005
0.59	-0.000109131	-0.000250583	-8.12233e-005
0.595	-4.85493e-005	-0.000250977	-8.24772e-005
0.6	-8.98508e-005	-0.000251323	-8.37329e-005
0.605	-0.000190203	-0.000252023	-8.49913e-005
0.61	-0.000335731	-0.000253338	-8.62547e-005
0.615	-0.000439911	-0.000255277	-8.75262e-005
0.62	-0.000462063	-0.000257532	-8.88083e-005
0.625	-0.000430005	-0.000259762	-9.01015e-005
0.63	-0.000527044	-0.000262155	-9.14063e-005
0.635	-0.000762276	-0.000265378	-9.27251e-005
0.64	-0.000896144	-0.000269524	-9.40624e-005
0.645	-0.000800711	-0.000273766	-9.54206e-005
0.65	-0.000480484	-0.000276969	-9.67974e-005
0.655	-0.000123946	-0.00027848	-9.81861e-005
0.66	0.000117581	-0.000278496	-9.95785e-005
0.665	0.000144305	-0.000277842	-0.000100969
0.67	1.49628e-005	-0.000277444	-0.000102358
0.675	-8.55375e-005	-0.00027762	-0.000103745
0.68	-5.8381e-005	-0.00027798	-0.000105134
0.685	0.000129478	-0.000277802	-0.000106524
0.69	0.000305259	-0.000276715	-0.00010791
0.695	0.00040118	-0.000274949	-0.000109289
0.7	0.000362836	-0.000273039	-0.000110659
0.705	0.00026938	-0.000271458	-0.00011202
0.71	0.000153204	-0.000270402	-0.000113375
0.715	-1.88646e-005	-0.000270066	-0.000114726
0.72	-0.000251289	-0.000270742	-0.000116078
0.725	-0.000475962	-0.00027256	-0.000117436
0.73	-0.000618562	-0.000275296	-0.000118806
0.735	-0.000779735	-0.000278792	-0.000120191
0.74	-0.00103521	-0.000283329	-0.000121597
0.745	-0.00125989	-0.000289067	-0.000123028
0.75	-0.00137922	-0.000295665	-0.000124489
0.755	-0.00129583	-0.000302352	-0.000125984
0.76	-0.000958314	-0.000307988	-0.00012751
0.765	-0.000419397	-0.000311432	-0.000129059
0.77	-6.63245e-006	-0.000312497	-0.000130619
0.775	0.000300813	-0.000311762	-0.000132179
0.78	0.000567527	-0.000309591	-0.000133733
0.785	0.00074406	-0.000306312	-0.000135272
0.79	0.000840209	-0.000302351	-0.000136794
0.795	0.000926943	-0.000297933	-0.000138295
0.8	0.00100377	-0.000293106	-0.000139772
0.805	0.00107126	-0.000287919	-0.000141225
0.81	0.00110341	-0.000282482	-0.000142651
0.815	0.00101839	-0.000277178	-0.00014405
0.82	0.000711546	-0.000272853	-0.000145425
0.825	0.000219727	-0.000270525	-0.000146784
0.83	-0.000412756	-0.000271007	-0.000148137
0.835	-0.00102927	-0.000274612	-0.000149502
0.84	-0.00146621	-0.000280851	-0.00015089
0.845	-0.00156372	-0.000288426	-0.000152313
0.85	-0.00135906	-0.000295733	-0.000153774
0.855	-0.000889124	-0.000301353	-0.000155266
0.86	-0.00036152	-0.00030448	-0.000156781
0.865	-4.77462e-005	-0.000305503	-0.000158306
0.87	-8.11478e-005	-0.000305825	-0.000159834
0.875	-0.000304232	-0.000306789	-0.000161366
0.88	-0.000639885	-0.000309149	-0.000162906
0.885	-0.000938851	-0.000313096	-0.000164461
0.89	-0.00107427	-0.000318129	-0.000166039
0.895	-0.000988528	-0.000323286	-0.000167643
0.9	-0.000845377	-0.00032787	-0.000169271
0.905	-0.000637724	-0.000331578	-0.000170919
0.91	-0.000324759	-0.000333984	-0.000172583
0.915	0.000111662	-0.000334517	-0.000174255
0.92	0.000652143	-0.000332607	-0.000175922
0.925	0.00116208	-0.000328072	-0.000177574
0.93	0.00140113	-0.000321664	-0.000179198
0.935	0.00115736	-0.000315268	-0.000180791
0.94	0.000639179	-0.000310776	-0.000182356
0.945	9.40307e-005	-0.000308943	-0.000183905
0.95	-0.000314392	-0.000309494	-0.000185451
0.955	-0.000590703	-0.000311757	-0.000187004
0.96	-0.000880534	-0.000315435	-0.000188572
0.965	-0.00117272	-0.000320568	-0.000190162
0.97	-0.00141218	-0.00032703	-0.000191781
0.975	-0.00154374	-0.00033442	-0.000193435
0.98	-0.00140883	-0.000341802	-0.000195126
0.985	-0.000944835	-0.000347686	-0.000196849
0.99	-0.000404434	-0.000351059	-0.000198596
0.995	-9.38393e-005	-0.000352305	-0.000200355
1	-0.000206116	-0.000353055	-0.000202118
1.005	-0.000564487	-0.000354981	-0.000203888
1.01	-0.000673433	-0.000358076	-0.000205671
1.015	-0.000615885	-0.000361299	-0.000207469
1.02	-0.00053813	-0.000364184	-0.000209283
1.025	-0.00039293	-0.000366512	-0.00021111
1.03	-3.54896e-005	-0.000367583	-0.000212945
1.035	0.000634635	-0.000366085	-0.000214779
1.04	0.00141258	-0.000360967	-0.000216597
1.045	0.00198042	-0.000352484	-0.00021838
1.05	0.00197951	-0.000342585	-0.000220118
1.055	0.00118053	-0.000334685	-0.000221811
1.06	2.578e-006	-0.000331727	-0.000223477
1.065	-0.00141095	-0.000335248	-0.000225145
1.07	-0.00264775	-0.000345395	-0.000226846
1.075	-0.00298243	-0.00035947	-0.000228608
1.08	-0.00228191	-0.000372631	-0.000230439
1.085	-0.00128218	-0.000381541	-0.000232324
1.09	-0.00066481	-0.000386408	-0.000234244
1.095	-0.000759324	-0.000389969	-0.000236185
1.1	-0.00118828	-0.000394838	-0.000238147
1.105	-0.00146261	-0.000401465	-0.000240138
1.11	-0.00105075	-0.000407748	-0.000242161
1.115	8.1644e-005	-0.000410171	-0.000244205
1.12	0.00158194	-0.000406012	-0.000246246
1.125	0.0029722	-0.000394627	-0.000248248
1.13	0.00370065	-0.000377945	-0.000250179
1.135	0.0032978	-0.000360449	-0.000252025
1.14	0.00205804	-0.000347059	-0.000253794
1.145	0.000769853	-0.000339989	-0.000255511
1.15	-0.000275343	-0.000338753	-0.000257208
1.155	-0.000814436	-0.000341478	-0.000258909
1.16	-0.000843189	-0.000345622	-0.000260626
1.165	-0.00034098	-0.000348582	-0.000262362
1.17	0.000459179	-0.000348287	-0.000264104
1.175	0.00114204	-0.000344283	-0.000265836
1.18	0.00138506	-0.000337966	-0.000267541
1.185	0.00102104	-0.00033195	-0.000269216
1.19	7.89417e-005	-0.000329201	-0.000270869
1.195	-0.00108615	-0.000331719	-0.000272521
1.2	-0.00207489	-0.000339621	-0.0002742
1.205	-0.00261191	-0.000351338	-0.000275927
1.21	-0.00266213	-0.000364523	-0.000277717
1.215	-0.00245647	-0.00037732	-0.000279571
1.22	-0.00246301	-0.000389618	-0.000281489
1.225	-0.00281525	-0.000402814	-0.00028347
1.23	-0.00332411	-0.000418163	-0.000285522
1.235	-0.00334786	-0.000434842	-0.000287655
1.24	-0.002836	-0.000450302	-0.000289867
1.245	-0.00200298	-0.0004624	-0.000292149
1.25	-0.00111478	-0.000470194	-0.000294481
1.255	-0.000235004	-0.000473568	-0.00029684
1.26	0.00054398	-0.000472796	-0.000299206
1.265	0.00130587	-0.000468171	-0.000301558
1.27	0.00215828	-0.000459511	-0.000303878
1.275	0.0031096	-0.000446341	-0.000306142
1.28	0.00384391	-0.000428957	-0.00030833
1.285	0.00375256	-0.000409966	-0.000310428
1.29	0.00260044	-0.000394084	-0.000312438
1.295	0.000965859	-0.000385168	-0.000314386
1.3	-0.000503371	-0.000384012	-0.000316309
1.305	-0.00131084	-0.000388547	-0.00031824
1.31	-0.00154867	-0.000395696	-0.000320201
1.315	-0.00160722	-0.000403586	-0.000322199
1.32	-0.00203319	-0.000412687	-0.00032424
1.325	-0.00286881	-0.000424942	-0.000326334
1.33	-0.00373088	-0.000441441	-0.0003285
1.335	-0.00420024	-0.000461269	-0.000330757
1.34	-0.00386273	-0.000481426	-0.000333113
1.345	-0.00282032	-0.000498134	-0.000335562
1.35	-0.00151856	-0.000508981	-0.00033808
1.355	-0.000241293	-0.000513381	-0.000340636
1.36	0.000972651	-0.000511552	-0.000343198
1.365	0.00207186	-0.000503941	-0.000345737
1.37	0.00277888	-0.000491814	-0.000348226
1.375	0.00282818	-0.000477797	-0.000350651
1.38	0.00213201	-0.000465396	-0.000353008
1.385	0.000810412	-0.00045804	-0.000355317
1.39	-0.000427198	-0.000457082	-0.000357605
1.395	-0.000769395	-0.000460073	-0.000359898
1.4	0.000258627	-0.00046135	-0.000362201
1.405	0.00190665	-0.000455937	-0.000364495
1.41	0.00331546	-0.000442882	-0.000366742
1.415	0.00400415	-0.000424583	-0.00036891
1.42	0.00356567	-0.000405658	-0.000370986
1.425	0.00209625	-0.000391503	-0.000372979
1.43	0.000406589	-0.000385246	-0.000374921
1.435	-0.000201174	-0.000384733	-0.000376846
1.44	0.000264965	-0.000384573	-0.000378769
1.445	0.00092734	-0.000381593	-0.000380684
1.45	0.000235068	-0.000378687	-0.000382585
1.455	-0.00170239	-0.000382355	-0.000384488
1.46	-0.00423985	-0.000397211	-0.000386436
1.465	-0.00612301	-0.000423118	-0.000388487
1.47	-0.00623438	-0.000454011	-0.00039068
1.475	-0.00413049	-0.000479923	-0.000393015
1.48	-0.00154878	-0.000494122	-0.00039545
1.485	0.000396977	-0.000497001	-0.000397928
1.49	0.000787781	-0.000494039	-0.000400405
1.495	3.32773e-006	-0.000492061	-0.000402871
1.5	-0.000128603	-0.000492375	-0.000405332
1.505	0.00139913	-0.000489198	-0.000407786
1.51	0.00456786	-0.000474281	-0.000410194
1.515	0.00728742	-0.000444643	-0.000412492
1.52	0.00834807	-0.000405554	-0.000414617
1.525	0.0076402	-0.000365583	-0.000416545
1.53	0.00568297	-0.000332275	-0.00041829
1.535	0.00390283	-0.000308311	-0.000419891
1.54	0.00353351	-0.00028972	-0.000421386
1.545	0.0042669	-0.000270219	-0.000422786
1.55	0.00438276	-0.000248595	-0.000424083
1.555	0.00335299	-0.000229255	-0.000425278
1.56	0.00121827	-0.000217827	-0.000426395
1.565	-0.00113292	-0.000217614	-0.000427484
1.57	-0.00330244	-0.000228702	-0.0004286
1.575	-0.00501856	-0.000249505	-0.000429795
1.58	-0.00562803	-0.000276121	-0.000431109
1.585	-0.00476344	-0.0003021	-0.000432555
1.59	-0.00348919	-0.000322731	-0.000434117
1.595	-0.00213041	-0.00033678	-0.000435766
1.6	-0.0007112	-0.000343884	-0.000437468
1.605	0.000745009	-0.0003438	-0.000439187
1.61	0.00202781	-0.000336868	-0.000440888
1.615	0.00288588	-0.000324584	-0.000442542
1.62	0.00315269	-0.000309487	-0.000444127
1.625	0.00323913	-0.000293508	-0.000445635
1.63	0.00361562	-0.000276371	-0.000447059
1.635	0.0045288	-0.00025601	-0.00044839
1.64	0.00519755	-0.000231694	-0.00044961
1.645	0.00483158	-0.000206621	-0.000450705
1.65	0.00350383	-0.000185782	-0.000451686
1.655	0.0014727	-0.000173341	-0.000452584
1.66	-0.000623212	-0.000171217	-0.000453446
1.665	-0.00212365	-0.000178085	-0.000454319
1.67	-0.00297185	-0.000190823	-0.000455241
1.675	-0.00350458	-0.000207014	-0.000456236
1.68	-0.00357773	-0.00022472	-0.000457315
1.685	-0.00315646	-0.000241556	-0.000458481
1.69	-0.00269246	-0.000256178	-0.000459725
1.695	-0.00203339	-0.000267993	-0.000461036
1.7	-0.000840662	-0.000275178	-0.000462393
1.705	0.000692001	-0.000275549	-0.00046377
1.71	0.00187952	-0.000269121	-0.000465132
1.715	0.00211833	-0.000259126	-0.000466453
1.72	0.000996285	-0.000251339	-0.000467729
1.725	-0.00066303	-0.000250506	-0.000468983
1.73	-0.00153107	-0.000255991	-0.00047025
1.735	-0.000371312	-0.000260747	-0.000471541
1.74	0.00189097	-0.000256948	-0.000472836
1.745	0.00445207	-0.000241091	-0.000474081
1.75	0.00586282	-0.000215303	-0.000475222
1.755	0.00565799	-0.000186501	-0.000476226
1.76	0.00416062	-0.000161955	-0.000477097
1.765	0.00264018	-0.000144953	-0.000477865
1.77	0.00202226	-0.000133297	-0.00047856
1.775	0.00190008	-0.000123491	-0.000479202
1.78	0.00177274	-0.000114309	-0.000479797
1.785	0.00120754	-0.000106858	-0.00048035
1.79	0.000277595	-0.000103145	-0.000480875
1.795	-0.000971067	-0.000104879	-0.000481395
1.8	-0.00238178	-0.000113261	-0.00048194
1.805	-0.00406691	-0.000129383	-0.000482547
1.81	-0.00590717	-0.000154318	-0.000483256
1.815	-0.00722967	-0.00018716	-0.00048411
1.82	-0.00773823	-0.00022458	-0.000485139
1.825	-0.00772172	-0.00026323	-0.000486359
1.83	-0.00759144	-0.000301513	-0.00048777
1.835	-0.0072801	-0.000338692	-0.000489371
1.84	-0.00616157	-0.000372296	-0.000491148
1.845	-0.00365564	-0.000396839	-0.000493071
1.85	3.12124e-006	-0.00040597	-0.000495078
1.855	0.00389747	-0.000396219	-0.000497084
1.86	0.00707747	-0.000368781	-0.000498996
1.865	0.009021	-0.000328535	-0.000500739
1.87	0.00959882	-0.000281986	-0.000502266
1.875	0.0100103	-0.000232963	-0.000503553
1.88	0.0101415	-0.000182584	-0.000504592
1.885	0.00982546	-0.000132666	-0.00050538
1.89	0.00891592	-8.58127e-005	-0.000505926
1.895	0.00738968	-4.50487e-005	-0.000506253
1.9	0.00580149	-1.20708e-005	-0.000506396
1.905	0.00410454	1.26943e-005	-0.000506395
1.91	0.00199001	2.79307e-005	-0.000506293
1.915	-0.000339796	3.20562e-005	-0.000506143
1.92	-0.00268499	2.44942e-005	-0.000506002
1.925	-0.00498908	5.30906e-006	-0.000505927
1.93	-0.00680659	-2.41801e-005	-0.000505974
1.935	-0.00771401	-6.04816e-005	-0.000506186
1.94	-0.00807333	-9.99499e-005	-0.000506587
1.945	-0.00788417	-0.000139844	-0.000507187
1.95	-0.0072346	-0.000177641	-0.00050798
1.955	-0.00653585	-0.000212067	-0.000508955
1.96	-0.00570641	-0.000242672	-0.000510092
1.965	-0.00392277	-0.000266745	-0.000511365
1.97	-0.000813232	-0.000278585	-0.000512728
1.975	0.00301106	-0.000273091	-0.000514108
1.98	0.00688658	-0.000248347	-0.000515411
1.985	0.00966672	-0.000206963	-0.000516549
1.99	0.01053	-0.000156472	-0.000517458
1.995	0.00938819	-0.000106676	-0.000518116
2	0.00813511	-6.2868e-005	-0.00051854
2.005	0.00741795	-2.39854e-005	-0.000518757
2.01	0.00684876	1.16814e-005	-0.000518788
2.015	0.00573907	4.3151e-005	-0.000518651
2.02	0.00359996	6.64986e-005	-0.000518376
2.025	0.000985625	7.79625e-005	-0.000518015
2.03	-0.00122183	7.7372e-005	-0.000517627
2.035	-0.00200647	6.93013e-005	-0.00051726
2.04	-0.00157075	6.03582e-005	-0.000516936
2.045	-0.000555342	5.5043e-005	-0.000516648
2.05	-0.000406728	5.26378e-005	-0.000516378
2.055	-0.00179974	4.71216e-005	-0.000516129
2.06	-0.00467855	3.09259e-005	-0.000515934
2.065	-0.00746509	5.66838e-007	-0.000515855
2.07	-0.00886258	-4.02523e-005	-0.000515954
2.075	-0.00800889	-8.2431e-005	-0.000516261
2.08	-0.00524503	-0.000115566	-0.000516756
2.085	-0.00123724	-0.000131771	-0.000517374
2.09	0.00248482	-0.000128653	-0.000518026
2.095	0.00585728	-0.000107797	-0.000518617
2.1	0.00869448	-7.14179e-005	-0.000519065
2.105	0.0102488	-2.40597e-005	-0.000519303
2.11	0.0102373	2.71555e-005	-0.000519296
2.115	0.00978586	7.72133e-005	-0.000519035
2.12	0.0097615	0.000126082	-0.000518526
2.125	0.00984497	0.000175098	-0.000517774
2.13	0.00982903	0.000224283	-0.000516775
2.135	0.00945605	0.000272496	-0.000515533
2.14	0.00799316	0.000316119	-0.000514062
2.145	0.00473501	0.000347939	-0.000512401
2.15	0.000230552	0.000360353	-0.000510631
2.155	-0.00508955	0.000348205	-0.000508859
2.16	-0.00988311	0.000310774	-0.000507212
2.165	-0.0124472	0.000254948	-0.000505798
2.17	-0.0129473	0.000191462	-0.000504682
2.175	-0.0124499	0.000127969	-0.000503883
2.18	-0.0112984	6.85982e-005	-0.000503392
2.185	-0.00952866	1.65305e-005	-0.000503179
2.19	-0.00740262	-2.57977e-005	-0.000503202
2.195	-0.00508224	-5.70099e-005	-0.000503409
2.2	-0.00311966	-7.75146e-005	-0.000503745
2.205	-0.00144323	-8.89218e-005	-0.000504161
2.21	0.00026689	-9.18626e-005	-0.000504613
2.215	0.00235101	-8.53179e-005	-0.000505056
2.22	0.00490645	-6.71742e-005	-0.000505437
2.225	0.00734047	-3.65569e-005	-0.000505697
2.23	0.00896673	4.21105e-006	-0.000505778
2.235	0.00886905	4.88005e-005	-0.000505645
2.24	0.00668012	8.76734e-005	-0.000505304
2.245	0.00248012	0.000110574	-0.000504808
2.25	-0.00189687	0.000112032	-0.000504252
2.255	-0.00528635	9.40741e-005	-0.000503737
2.26	-0.00634106	6.50055e-005	-0.000503339
2.265	-0.00479844	3.71568e-005	-0.000503083
2.27	-0.00114798	2.22907e-005	-0.000502935
2.275	0.00210373	2.46801e-005	-0.000502817
2.28	0.00351128	3.87176e-005	-0.000502659
2.285	0.00253984	5.38455e-005	-0.000502427
2.29	-0.000886648	5.79784e-005	-0.000502148
2.295	-0.00568511	4.1549e-005	-0.000501899
2.3	-0.00997288	2.40405e-006	-0.000501789
2.305	-0.0121804	-5.2979e-005	-0.000501916
2.31	-0.0110401	-0.00011103	-0.000502326
2.315	-0.0065005	-0.000154882	-0.00050299
2.32	0.000401462	-0.000170129	-0.000503803
2.325	0.00595395	-0.000154241	-0.000504614
2.33	0.00919095	-0.000116378	-0.00050529
2.335	0.00964327	-6.92928e-005	-0.000505755
2.34	0.00663034	-2.86088e-005	-0.000505999
2.345	0.00185258	-7.40146e-006	-0.000506089
2.35	-0.00383934	-1.23683e-005	-0.000506139
2.355	-0.00870063	-4.37183e-005	-0.000506279
2.36	-0.00981792	-9.00146e-005	-0.000506613
2.365	-0.00683879	-0.000131656	-0.000507168
2.37	-0.000855574	-0.000150892	-0.000507874
2.375	0.00407227	-0.000142851	-0.000508608
2.38	0.00703389	-0.000115085	-0.000509253
2.385	0.00777328	-7.80672e-005	-0.000509736
2.39	0.00637035	-4.27081e-005	-0.000510038
2.395	0.00395546	-1.68936e-005	-0.000510187
2.4	0.00149559	-3.26598e-006	-0.000510237
2.405	-0.000112376	1.92051e-007	-0.000510245
2.41	-0.000903318	-2.34718e-006	-0.00051025
2.415	-0.000933801	-6.93998e-006	-0.000510274
2.42	-0.0003852	-1.02375e-005	-0.000510317
2.425	0.000802781	-9.19353e-006	-0.000510365
2.43	0.00252045	-8.8546e-007	-0.00051039
2.435	0.00401826	1.54613e-005	-0.000510354
2.44	0.00434846	3.63781e-005	-0.000510224
2.445	0.00289219	5.44797e-005	-0.000509997
2.45	0.000437235	6.28033e-005	-0.000509704
2.455	-0.00129954	6.06475e-005	-0.000509395
2.46	-0.000389245	5.64255e-005	-0.000509103
2.465	0.00318294	6.34098e-005	-0.000508803
2.47	0.00787537	9.10555e-005	-0.000508417
2.475	0.0117913	0.000140222	-0.000507839
2.48	0.0138006	0.000204202	-0.000506978
2.485	0.0137389	0.000273051	-0.000505785
2.49	0.0111949	0.000335385	-0.000504263
2.495	0.00766662	0.000382539	-0.000502469
2.5	0.00483779	0.0004138	-0.000500478
2.505	0.00367091	0.000435072	-0.000498356
2.51	0.00309791	0.000451994	-0.000496138
2.515	0.00275358	0.000466623	-0.000493841
2.52	0.00217033	0.000478932	-0.000491478
2.525	0.000869391	0.000486532	-0.000489064
2.53	-0.00128166	0.000485501	-0.000486634
2.535	-0.00365585	0.000473157	-0.000484237
2.54	-0.00533571	0.000450678	-0.000481928
2.545	-0.00522485	0.000424277	-0.00047974
2.55	-0.00362765	0.000402146	-0.000477674
2.555	-0.000571955	0.000391647	-0.00047569
2.56	0.00322017	0.000398267	-0.000473715
2.565	0.00690848	0.000423589	-0.00047166
2.57	0.00924344	0.000463969	-0.000469441
2.575	0.0102133	0.00051261	-0.000467
2.58	0.00995145	0.000563022	-0.000464311
2.585	0.00926972	0.000611075	-0.000461376
2.59	0.00838293	0.000655207	-0.00045821
2.595	0.0074505	0.00069479	-0.000454835
2.6	0.00623401	0.000729002	-0.000451275
2.605	0.00486537	0.00075675	-0.000447561
2.61	0.00409636	0.000779154	-0.000443721
2.615	0.00479413	0.000801381	-0.00043977
2.62	0.00710317	0.000831124	-0.000435689
2.625	0.00942465	0.000872443	-0.00043143
2.63	0.00973618	0.000920346	-0.000426948
2.635	0.00713225	0.000962517	-0.000422241
2.64	0.00131188	0.000983627	-0.000417375
2.645	-0.00541619	0.000973366	-0.000412483
2.65	-0.0107511	0.000932948	-0.000407717
2.655	-0.0126178	0.000874526	-0.000403198
2.66	-0.0103275	0.000817163	-0.000398969
2.665	-0.00444865	0.000780223	-0.000394976
2.67	0.00238042	0.000775052	-0.000391087
2.675	0.00697883	0.00079845	-0.000387154
2.68	0.0069809	0.00083335	-0.000383074
2.685	0.00394022	0.000860652	-0.000378839
2.69	-0.00118359	0.000867544	-0.000374519
2.695	-0.00468757	0.000852866	-0.000370218
2.7	-0.00441215	0.000830117	-0.00036601
2.705	0.000542349	0.000820442	-0.000361884
2.71	0.00742805	0.000840368	-0.000357732
2.715	0.0138625	0.000893594	-0.000353397
2.72	0.0165772	0.000969694	-0.000348739
2.725	0.0135155	0.00104493	-0.000343702
2.73	0.00549327	0.00109245	-0.000338359
2.735	-0.00400545	0.00109617	-0.000332887
2.74	-0.0120427	0.00105605	-0.000327507
2.745	-0.0158853	0.000986227	-0.000322401
2.75	-0.0155292	0.000907691	-0.000317666
