time	acc	vel	disp
0.735	-0.00027379	-7.75342e-006	-2.89416e-006
0.74	-0.00011836	-8.73379e-006	-2.93538e-006
0.745	-1.7681e-005	-9.0739e-006	-2.9799e-006
0.75	6.9043e-005	-8.94549e-006	-3.02494e-006
0.755	0.00013202	-8.44283e-006	-3.06841e-006
0.76	0.00014622	-7.74723e-006	-3.10889e-006
0.765	0.00012534	-7.06833e-006	-3.14593e-006
0.77	3.6997e-005	-6.66249e-006	-3.18026e-006
0.775	-6.328e-005	-6.7282e-006	-3.21373e-006
0.78	4.9661e-005	-6.76225e-006	-3.24746e-006
0.785	0.00025102	-6.01054e-006	-3.27939e-006
0.79	0.00030183	-4.62842e-006	-3.30599e-006
0.795	0.00020886	-3.35169e-006	-3.32594e-006
0.8	2.9914e-005	-2.75476e-006	-3.3412e-006
0.805	-0.00034124	-3.53307e-006	-3.35692e-006
0.81	-0.00083486	-6.47332e-006	-3.38194e-006
0.815	-0.0011897	-1.15347e-005	-3.42696e-006
0.82	-0.0012617	-1.76632e-005	-3.49995e-006
0.825	-0.0011407	-2.36692e-005	-3.60329e-006
0.83	-0.00095286	-2.89031e-005	-3.73472e-006
0.835	-0.00061209	-3.28155e-005	-3.88901e-006
0.84	-4.1621e-005	-3.44498e-005	-4.05718e-006
0.845	0.00043276	-3.34719e-005	-4.22698e-006
0.85	0.00060214	-3.08847e-005	-4.38787e-006
0.855	0.0005586	-2.79828e-005	-4.53504e-006
0.86	0.00038626	-2.56207e-005	-4.66905e-006
0.865	0.00012617	-2.43396e-005	-4.79395e-006
0.87	-0.00014246	-2.43803e-005	-4.91575e-006
0.875	-0.00029655	-2.54779e-005	-5.0404e-006
0.88	-0.00029323	-2.69523e-005	-5.17147e-006
0.885	-0.00014741	-2.80539e-005	-5.30899e-006
0.89	6.7057e-005	-2.82548e-005	-5.44976e-006
0.895	0.00020083	-2.75851e-005	-5.58936e-006
0.9	0.00015845	-2.66869e-005	-5.72504e-006
0.905	-6.6688e-005	-2.64575e-005	-5.8579e-006
0.91	-0.0003961	-2.76144e-005	-5.99308e-006
0.915	-0.0006408	-3.02067e-005	-6.13763e-006
0.92	-0.00067937	-3.35071e-005	-6.29692e-006
0.925	-0.00051039	-3.64815e-005	-6.47189e-006
0.93	-0.00015521	-3.81455e-005	-6.65845e-006
0.935	0.00027852	-3.78372e-005	-6.84841e-006
0.94	0.00068075	-3.54391e-005	-7.0316e-006
0.945	0.000982	-3.12822e-005	-7.19841e-006
0.95	0.00097383	-2.63926e-005	-7.34259e-006
0.955	0.00057885	-2.25109e-005	-7.46485e-006
0.96	3.7544e-005	-2.09699e-005	-7.57355e-006
0.965	-0.00037705	-2.18187e-005	-7.68052e-006
0.97	-0.00056602	-2.41764e-005	-7.79551e-006
0.975	-0.00054465	-2.6953e-005	-7.92334e-006
0.98	-0.00041879	-2.93616e-005	-8.06412e-006
0.985	-0.00025844	-3.10547e-005	-8.21516e-006
0.99	-0.0001115	-3.19796e-005	-8.37275e-006
0.995	-8.5479e-005	-3.2472e-005	-8.53388e-006
1	-0.00015557	-3.30746e-005	-8.69774e-006
1.005	-0.00019668	-3.39553e-005	-8.86532e-006
1.01	-0.00026618	-3.51124e-005	-9.03799e-006
1.015	-0.00033175	-3.66072e-005	-9.21729e-006
1.02	-0.00027041	-3.81126e-005	-9.40409e-006
1.025	-0.00018395	-3.92485e-005	-9.59749e-006
1.03	-0.00010253	-3.99647e-005	-9.79552e-006
1.035	1.1444e-005	-4.01924e-005	-9.99592e-006
1.04	6.4488e-005	-4.00026e-005	-1.01964e-005
1.045	1.6145e-005	-3.9801e-005	-1.03959e-005
1.05	-0.00020561	-4.02747e-005	-1.05961e-005
1.055	-0.00054214	-4.21441e-005	-1.08021e-005
1.06	-0.00073724	-4.53425e-005	-1.10209e-005
1.065	-0.00066596	-4.88505e-005	-1.12563e-005
1.07	-0.00030385	-5.1275e-005	-1.15067e-005
1.075	0.00025948	-5.1386e-005	-1.17633e-005
1.08	0.00080512	-4.87245e-005	-1.20136e-005
1.085	0.0011699	-4.37869e-005	-1.22449e-005
1.09	0.0011528	-3.79802e-005	-1.24493e-005
1.095	0.0007376	-3.32542e-005	-1.26274e-005
1.1	0.00022441	-3.08491e-005	-1.27876e-005
1.105	-0.00018858	-3.07596e-005	-1.29417e-005
1.11	-0.00058074	-3.26829e-005	-1.31003e-005
1.115	-0.00080895	-3.61571e-005	-1.32724e-005
1.12	-0.00069698	-3.99219e-005	-1.34626e-005
1.125	-0.00041171	-4.26936e-005	-1.36691e-005
1.13	-0.00018624	-4.41885e-005	-1.38863e-005
1.135	3.3794e-005	-4.45696e-005	-1.41082e-005
1.14	0.00028412	-4.37749e-005	-1.43291e-005
1.145	0.00047128	-4.18864e-005	-1.45432e-005
1.15	0.00058094	-3.92558e-005	-1.47461e-005
1.155	0.00061111	-3.62757e-005	-1.49349e-005
1.16	0.00063424	-3.31623e-005	-1.51085e-005
1.165	0.0007153	-2.97885e-005	-1.52659e-005
1.17	0.00062507	-2.64375e-005	-1.54064e-005
1.175	0.00039944	-2.38763e-005	-1.55322e-005
1.18	0.00019315	-2.23948e-005	-1.56479e-005
1.185	-7.9667e-005	-2.21111e-005	-1.57592e-005
1.19	-0.00040986	-2.33349e-005	-1.58728e-005
1.195	-0.00071062	-2.61361e-005	-1.59965e-005
1.2	-0.00090944	-3.01862e-005	-1.61373e-005
1.205	-0.00094703	-3.48274e-005	-1.62998e-005
1.21	-0.000777	-3.91375e-005	-1.64847e-005
1.215	-0.00043062	-4.21565e-005	-1.66879e-005
1.22	-2.1023e-006	-4.32383e-005	-1.69014e-005
1.225	0.00036336	-4.23352e-005	-1.71154e-005
1.23	0.00046572	-4.02625e-005	-1.73219e-005
1.235	0.00033967	-3.8249e-005	-1.75181e-005
1.24	0.00015016	-3.70244e-005	-1.77063e-005
1.245	-0.00015372	-3.70333e-005	-1.78915e-005
1.25	-0.00054914	-3.87905e-005	-1.8081e-005
1.255	-0.00086102	-4.23159e-005	-1.82838e-005
1.26	-0.00097362	-4.69025e-005	-1.85068e-005
1.265	-0.00097526	-5.17747e-005	-1.87535e-005
1.27	-0.00090775	-5.64822e-005	-1.90242e-005
1.275	-0.0006488	-6.03736e-005	-1.93163e-005
1.28	-0.00023548	-6.25843e-005	-1.96237e-005
1.285	4.4768e-005	-6.30611e-005	-1.99378e-005
1.29	0.00013396	-6.26143e-005	-2.0252e-005
1.295	0.00014281	-6.19223e-005	-2.05633e-005
1.3	0.00010559	-6.13013e-005	-2.08714e-005
1.305	-9.6348e-005	-6.12782e-005	-2.11779e-005
1.31	-0.0005118	-6.27986e-005	-2.1488e-005
1.315	-0.00087044	-6.62542e-005	-2.18107e-005
1.32	-0.0009746	-7.08668e-005	-2.21535e-005
1.325	-0.00092659	-7.56198e-005	-2.25197e-005
1.33	-0.00081127	-7.99644e-005	-2.29087e-005
1.335	-0.00057048	-8.34188e-005	-2.33171e-005
1.34	-0.00026786	-8.55146e-005	-2.37394e-005
1.345	-4.8881e-005	-8.63065e-005	-2.4169e-005
1.35	0.0001456	-8.60647e-005	-2.45999e-005
1.355	0.00036473	-8.47889e-005	-2.50271e-005
1.36	0.00048329	-8.26688e-005	-2.54457e-005
1.365	0.00051969	-8.01614e-005	-2.58528e-005
1.37	0.0004694	-7.76887e-005	-2.62474e-005
1.375	0.00027502	-7.58276e-005	-2.66312e-005
1.38	-6.1924e-006	-7.51555e-005	-2.70087e-005
1.385	-0.0003602	-7.60715e-005	-2.73867e-005
1.39	-0.00078074	-7.89239e-005	-2.77742e-005
1.395	-0.0010951	-8.36135e-005	-2.81806e-005
1.4	-0.0012666	-8.95177e-005	-2.86134e-005
1.405	-0.0013315	-9.6013e-005	-2.90772e-005
1.41	-0.001215	-0.000102379	-2.95732e-005
1.415	-0.0007983	-0.000107412	-3.00977e-005
1.42	-0.00018368	-0.000109867	-3.06409e-005
1.425	0.00023188	-0.000109747	-3.11899e-005
1.43	0.00022994	-0.000108592	-3.17358e-005
1.435	-3.4159e-005	-0.000108103	-3.22775e-005
1.44	-0.00037872	-0.000109135	-3.28206e-005
1.445	-0.00068966	-0.000111806	-3.33729e-005
1.45	-0.00080711	-0.000115548	-3.39413e-005
1.455	-0.00062114	-0.000119119	-3.4528e-005
1.46	-0.00016693	-0.000121089	-3.51285e-005
1.465	0.00027883	-0.000120809	-3.57333e-005
1.47	0.00049845	-0.000118866	-3.63324e-005
1.475	0.0005285	-0.000116298	-3.69204e-005
1.48	0.00040012	-0.000113977	-3.7496e-005
1.485	0.00015863	-0.00011258	-3.80624e-005
1.49	-0.00016954	-0.000112607	-3.86254e-005
1.495	-0.00046365	-0.00011419	-3.91924e-005
1.5	-0.00049986	-0.000116599	-3.97694e-005
1.505	-0.0003376	-0.000118693	-4.03576e-005
1.51	-0.00015307	-0.000119919	-4.09541e-005
1.515	3.2371e-005	-0.000120221	-4.15545e-005
1.52	0.00027044	-0.000119464	-4.21537e-005
1.525	0.00038964	-0.000117814	-4.27469e-005
1.53	0.000272	-0.00011616	-4.33318e-005
1.535	-3.991e-005	-0.00011558	-4.39112e-005
1.54	-0.0004397	-0.000116779	-4.44921e-005
1.545	-0.00074576	-0.000119742	-4.50834e-005
1.55	-0.00077752	-0.00012355	-4.56916e-005
1.555	-0.00055359	-0.000126878	-4.63177e-005
1.56	-0.00017011	-0.000128687	-4.69566e-005
1.565	0.00036626	-0.000128197	-4.75988e-005
1.57	0.00094897	-0.000124909	-4.82316e-005
1.575	0.0013038	-0.000119277	-4.8842e-005
1.58	0.0013193	-0.000112719	-4.9422e-005
1.585	0.0010442	-0.000106811	-4.99708e-005
1.59	0.000561	-0.000102798	-5.04949e-005
1.595	7.2403e-005	-0.000101214	-5.10049e-005
1.6	-0.00016251	-0.000101439	-5.15115e-005
1.605	-5.3188e-005	-0.000101979	-5.20201e-005
1.61	0.0001421	-0.000101756	-5.25294e-005
1.615	0.00013724	-0.000101058	-5.30364e-005
1.62	1.2133e-005	-0.000100685	-5.35408e-005
1.625	-0.00021501	-0.000101192	-5.40455e-005
1.63	-0.00047153	-0.000102908	-5.45557e-005
1.635	-0.00063071	-0.000105664	-5.50772e-005
1.64	-0.00064645	-0.000108857	-5.56135e-005
1.645	-0.0004913	-0.000111701	-5.61649e-005
1.65	-9.6316e-005	-0.00011317	-5.6727e-005
1.655	0.0003906	-0.000112434	-5.72911e-005
1.66	0.00074195	-0.000109603	-5.78461e-005
1.665	0.00091029	-0.000105472	-5.83838e-005
1.67	0.00085147	-0.000101068	-5.89002e-005
1.675	0.00061055	-9.74129e-005	-5.93964e-005
1.68	0.00028565	-9.51724e-005	-5.98779e-005
1.685	-0.00010466	-9.47199e-005	-6.03526e-005
1.69	-0.00044574	-9.60959e-005	-6.08296e-005
1.695	-0.00062758	-9.87792e-005	-6.13168e-005
1.7	-0.00068447	-0.000102059	-6.18189e-005
1.705	-0.00066888	-0.000105443	-6.23377e-005
1.71	-0.00062581	-0.000108679	-6.2873e-005
1.715	-0.00046996	-0.000111419	-6.34232e-005
1.72	-0.0001443	-0.000112954	-6.39841e-005
1.725	0.00013082	-0.000112988	-6.4549e-005
1.73	0.0002112	-0.000112133	-6.51118e-005
1.735	0.00016012	-0.000111205	-6.56702e-005
1.74	2.704e-005	-0.000110737	-6.6225e-005
1.745	-0.00017927	-0.000111118	-6.67796e-005
1.75	-0.00036697	-0.000112483	-6.73386e-005
1.755	-0.00050716	-0.000114668	-6.79065e-005
1.76	-0.00052249	-0.000117243	-6.84863e-005
1.765	-0.00035197	-0.000119429	-6.9078e-005
1.77	-0.00014005	-0.000120659	-6.96782e-005
1.775	5.9721e-005	-0.00012086	-7.0282e-005
1.78	0.0002415	-0.000120107	-7.08844e-005
1.785	0.00032883	-0.000118681	-7.14814e-005
1.79	0.00022224	-0.000117303	-7.20713e-005
1.795	1.6548e-005	-0.000116706	-7.26564e-005
1.8	-0.00020638	-0.000117181	-7.32411e-005
1.805	-0.00051039	-0.000118973	-7.38315e-005
1.81	-0.00091462	-0.000122535	-7.44352e-005
1.815	-0.0011849	-0.000127784	-7.5061e-005
1.82	-0.0012123	-0.000133777	-7.57149e-005
1.825	-0.0012584	-0.000139954	-7.63993e-005
1.83	-0.001388	-0.00014657	-7.71156e-005
1.835	-0.0013953	-0.000153528	-7.78658e-005
1.84	-0.0011786	-0.000159963	-7.86495e-005
1.845	-0.00082414	-0.00016497	-7.94619e-005
1.85	-0.00036539	-0.000167943	-8.02941e-005
1.855	-9.6886e-006	-0.000168881	-8.11362e-005
1.86	9.2909e-005	-0.000168673	-8.19801e-005
1.865	8.2138e-005	-0.000168235	-8.28224e-005
1.87	0.00012404	-0.00016772	-8.36622e-005
1.875	0.00022774	-0.00016684	-8.44986e-005
1.88	0.00026748	-0.000165602	-8.53298e-005
1.885	0.00013118	-0.000164606	-8.61553e-005
1.89	-0.00012759	-0.000164597	-8.69783e-005
1.895	-0.00050527	-0.000166179	-8.78052e-005
1.9	-0.0009382	-0.000169788	-8.86451e-005
1.905	-0.0013025	-0.000175389	-8.95081e-005
1.91	-0.0015194	-0.000182444	-9.04027e-005
1.915	-0.0013294	-0.000189566	-9.13327e-005
1.92	-0.00070782	-0.000194659	-9.22933e-005
1.925	3.902e-005	-0.000196331	-9.32707e-005
1.93	0.00063948	-0.000194635	-9.42481e-005
1.935	0.001092	-0.000190306	-9.52105e-005
1.94	0.0013701	-0.000184151	-9.61466e-005
1.945	0.0013191	-0.000177428	-9.70506e-005
1.95	0.0009784	-0.000171684	-9.79234e-005
1.955	0.00053134	-0.00016791	-9.87724e-005
1.96	0.00011187	-0.000166302	-9.96079e-005
1.965	-0.00028605	-0.000166737	-0.00010044
1.97	-0.00065184	-0.000169082	-0.00010128
1.975	-0.00094672	-0.000173078	-0.000102135
1.98	-0.0011907	-0.000178422	-0.000103014
1.985	-0.0013772	-0.000184842	-0.000103922
1.99	-0.0013983	-0.00019178	-0.000104864
1.995	-0.0011942	-0.000198262	-0.000105839
2	-0.00064381	-0.000202857	-0.000106842
2.005	0.00010489	-0.000204204	-0.000107859
2.01	0.00065876	-0.000202295	-0.000108876
2.015	0.001001	-0.000198146	-0.000109877
2.02	0.0012489	-0.000192521	-0.000110853
2.025	0.0013254	-0.000186085	-0.0001118
2.03	0.0011186	-0.000179975	-0.000112715
2.035	0.00076887	-0.000175256	-0.000113603
2.04	0.00049174	-0.000172105	-0.000114472
2.045	0.00031924	-0.000170077	-0.000115327
2.05	0.00018999	-0.000168804	-0.000116174
2.055	9.3728e-005	-0.000168095	-0.000117017
2.06	6.3041e-005	-0.000167703	-0.000117856
2.065	8.296e-005	-0.000167338	-0.000118694
2.07	0.00012303	-0.000166823	-0.000119529
2.075	0.00016166	-0.000166111	-0.000120361
2.08	0.00017767	-0.000165263	-0.00012119
2.085	0.00014311	-0.000164461	-0.000122014
2.09	0.00012729	-0.000163785	-0.000122835
2.095	0.00022045	-0.000162916	-0.000123651
2.1	0.00036951	-0.000161441	-0.000124462
2.105	0.00037833	-0.000159571	-0.000125265
2.11	0.00017085	-0.000158198	-0.000126059
2.115	-0.00010335	-0.00015803	-0.00012685
2.12	-0.00033533	-0.000159126	-0.000127643
2.125	-0.00065027	-0.00016159	-0.000128445
2.13	-0.0009942	-0.000165701	-0.000129263
2.135	-0.0010699	-0.000170862	-0.000130104
2.14	-0.00075005	-0.000175412	-0.00013097
2.145	-0.0003507	-0.000178163	-0.000131854
2.15	-1.7913e-005	-0.000179085	-0.000132747
2.155	0.00043972	-0.00017803	-0.00013364
2.16	0.00098228	-0.000174475	-0.000134521
2.165	0.0013728	-0.000168588	-0.000135379
2.17	0.0013686	-0.000161734	-0.000136204
2.175	0.0010658	-0.000155648	-0.000136998
2.18	0.00075274	-0.000151102	-0.000137765
2.185	0.00057983	-0.00014777	-0.000138512
2.19	0.00056513	-0.000144908	-0.000139244
2.195	0.00064191	-0.00014189	-0.000139961
2.2	0.0005743	-0.00013885	-0.000140663
2.205	0.00027547	-0.000136726	-0.000141351
2.21	-0.00014547	-0.000136401	-0.000142034
2.215	-0.0004948	-0.000138001	-0.00014272
2.22	-0.00061996	-0.000140788	-0.000143417
2.225	-0.00062356	-0.000143897	-0.000144129
2.23	-0.00067501	-0.000147143	-0.000144857
2.235	-0.00074911	-0.000150704	-0.000145601
2.24	-0.00063683	-0.000154168	-0.000146363
2.245	-0.00042564	-0.000156825	-0.000147141
2.25	-0.00026112	-0.000158542	-0.000147929
2.255	-0.00014557	-0.000159558	-0.000148725
2.26	-7.361e-005	-0.000160106	-0.000149524
2.265	-9.5427e-005	-0.000160529	-0.000150325
2.27	-0.00041363	-0.000161801	-0.000151131
2.275	-0.0010523	-0.000165466	-0.000151949
2.28	-0.0016422	-0.000172203	-0.000152793
2.285	-0.0019737	-0.000181242	-0.000153677
2.29	-0.0021169	-0.000191469	-0.000154609
2.295	-0.0020248	-0.000201823	-0.000155592
2.3	-0.0017369	-0.000211227	-0.000156625
2.305	-0.0013601	-0.00021897	-0.0001577
2.31	-0.00095381	-0.000224755	-0.000158809
2.315	-0.00049549	-0.000228378	-0.000159942
2.32	-9.0845e-005	-0.000229844	-0.000161088
2.325	5.4123e-005	-0.000229935	-0.000162237
2.33	2.8786e-005	-0.000229728	-0.000163386
2.335	2.4162e-005	-0.000229596	-0.000164535
2.34	-5.8811e-006	-0.00022955	-0.000165683
2.345	-7.421e-008	-0.000229565	-0.00016683
2.35	0.00018738	-0.000229097	-0.000167977
2.355	0.00047545	-0.00022744	-0.000169118
2.36	0.00074881	-0.000224379	-0.000170248
2.365	0.0010402	-0.000219906	-0.000171359
2.37	0.0013024	-0.00021405	-0.000172444
2.375	0.00136	-0.000207394	-0.000173497
2.38	0.0012602	-0.000200843	-0.000174518
2.385	0.0011226	-0.000194886	-0.000175507
2.39	0.00087558	-0.000189891	-0.000176469
2.395	0.00048164	-0.000186498	-0.00017741
2.4	0.00013784	-0.000184949	-0.000178339
2.405	-6.7356e-005	-0.000184773	-0.000179263
2.41	-0.00020881	-0.000185463	-0.000180189
2.415	-0.00032739	-0.000186804	-0.000181119
2.42	-0.0003799	-0.000188572	-0.000182058
2.425	-0.00027903	-0.00019022	-0.000183005
2.43	-0.00010181	-0.000191172	-0.000183958
2.435	0.00010529	-0.000191163	-0.000184914
2.44	0.00052206	-0.000189595	-0.000185866
2.445	0.0011492	-0.000185416	-0.000186803
2.45	0.0017157	-0.000178254	-0.000187713
2.455	0.0020359	-0.000168875	-0.00018858
2.46	0.0021102	-0.00015851	-0.000189399
2.465	0.0019283	-0.000148414	-0.000190166
2.47	0.001451	-0.000139965	-0.000190887
2.475	0.00078045	-0.000134387	-0.000191573
2.48	9.182e-005	-0.000132206	-0.000192239
2.485	-0.00042379	-0.000133036	-0.000192903
2.49	-0.00069411	-0.000135831	-0.000193575
2.495	-0.00077557	-0.000139505	-0.000194263
2.5	-0.00072594	-0.000143259	-0.00019497
2.505	-0.00053847	-0.00014642	-0.000195694
2.51	-0.00039495	-0.000148753	-0.000196432
2.515	-0.00045511	-0.000150878	-0.000197181
2.52	-0.00061289	-0.000153548	-0.000197942
2.525	-0.00080062	-0.000157082	-0.000198719
2.53	-0.001038	-0.000161679	-0.000199516
2.535	-0.0011793	-0.000167222	-0.000200338
2.54	-0.001232	-0.00017325	-0.000201189
2.545	-0.0013082	-0.000179601	-0.000202071
